"","start.year.month.max","start.pred.max","start.year.month.min","start.pred.min","start.seas.index","end.year.month.max","end.pred.max","end.year.month.min","end.pred.min","end.seas.index","diff","per.year.perc","per.decade.perc","age","sex","cause"
"1",1,39.0564953402153,7,25.7494180416075,1.51679138057044,433,23.2817482366852,439,15.170718946626,1.53465029037816,0.01785890980772,0.0482673238046486,0.482673238046486,0,1,"Chronic respiratory diseases"
"81",2,28.4061187948152,8,18.2235577867915,1.55875812655003,434,16.2548297307409,440,10.3061242925204,1.57720101847963,0.0184428919296087,0.0498456538638073,0.498456538638073,0,2,"Chronic respiratory diseases"
"15",1,10.1011900544732,6,9.09897649059653,1.11014574715215,444,10.883532287591,438,9.78616052453747,1.11213506668954,0.00198931953738901,0.00537653929024057,0.0537653929024057,5,1,"Chronic respiratory diseases"
"49",11,7.70924585398106,6,6.90147997326047,1.11704241464878,443,7.56091361970418,437,6.72668640896936,1.1240175563443,0.00697514169552593,0.0188517343122323,0.188517343122323,5,2,"Chronic respiratory diseases"
"29",10,20.8166875986209,4,18.9819732302202,1.09665561878887,442,17.9529675312157,436,16.3612851332001,1.09728345817931,0.000627839390442642,0.00169686321741254,0.0169686321741254,15,1,"Chronic respiratory diseases"
"55",11,16.8251683070864,5,15.8303662477248,1.06284137990203,443,11.2128501720822,437,10.523298830757,1.06552615794867,0.0026847780466368,0.00725615688280217,0.0725615688280217,15,2,"Chronic respiratory diseases"
"75",12,28.3733552270152,7,24.6135546271992,1.15275325554405,433,30.8860516550383,439,26.9624892513928,1.1455192941224,-0.007233961421651,-0.0195512470855433,-0.195512470855432,25,1,"Chronic respiratory diseases"
"74",12,24.0647109161892,7,20.7417517519265,1.16020629327771,433,25.8483089682376,439,22.4966098615906,1.14898685300888,-0.0112194402688317,-0.030322811537383,-0.30322811537383,25,2,"Chronic respiratory diseases"
"95",2,44.4789683577243,8,36.9523663528142,1.20368389761694,434,63.5206857333433,440,52.0559277014962,1.22023924148637,0.0165553438694368,0.0447441726200995,0.447441726200995,35,1,"Chronic respiratory diseases"
"11",1,36.5888786641714,7,28.3220098500705,1.29188849442054,433,71.6046490457568,439,54.6357973726972,1.31058120296674,0.0186927085461999,0.0505208339086483,0.505208339086483,35,2,"Chronic respiratory diseases"
"92",2,155.710534226614,8,118.807976310416,1.31060673754581,434,287.051305383006,440,219.107091443758,1.31009591470337,-0.000510822842434422,-0.00138060227684979,-0.0138060227684979,45,1,"Chronic respiratory diseases"
"94",2,118.510349389362,8,86.3273269169747,1.37280225881822,434,316.07580190692,440,230.594639222244,1.37069882878886,-0.00210343002935609,-0.00568494602528673,-0.0568494602528673,45,2,"Chronic respiratory diseases"
"96",2,758.801208687633,8,559.975877729906,1.35506052825659,434,1105.24669089335,440,814.534373902948,1.35690613718046,0.00184560892387498,0.00498813222668912,0.0498813222668912,55,1,"Chronic respiratory diseases"
"84",2,506.301779551356,8,348.664304312164,1.45211819302861,434,1106.59401751204,440,760.664609929212,1.45477258053982,0.00265438751121572,0.00717402030058302,0.0717402030058302,55,2,"Chronic respiratory diseases"
"99",2,1808.85340756859,8,1307.85201832266,1.38307192421393,434,2661.28414788807,440,1930.37224500516,1.378637801478,-0.00443412273592925,-0.0119841155025115,-0.119841155025115,65,1,"Chronic respiratory diseases"
"100",2,1061.49470754247,8,722.73103758594,1.46872716451761,434,2793.94128430908,440,1909.54971511849,1.46314142134588,-0.00558574317173521,-0.0150966031668519,-0.150966031668519,65,2,"Chronic respiratory diseases"
"93",2,1781.36387723907,8,1276.56398768837,1.39543641714725,434,3563.5928475335,440,2544.6659993114,1.4004167338652,0.00498031671795029,0.0134603154539197,0.134603154539197,75,1,"Chronic respiratory diseases"
"91",2,1064.00092252306,8,728.9670972887,1.45960075081643,434,4071.20833285403,440,2771.15987188318,1.46913513513292,0.00953438431648901,0.0257686062607811,0.257686062607811,75,2,"Chronic respiratory diseases"
"90",2,712.781312775459,8,500.933560837888,1.42290588712647,434,3016.87875021896,440,2109.08419589597,1.4304212018133,0.0075153146868292,0.0203116613157546,0.203116613157546,85,1,"Chronic respiratory diseases"
"83",2,570.349136489459,8,390.763417820225,1.45957658900367,434,4323.38150629318,440,2903.35157515698,1.4891002327403,0.0295236437366309,0.0797936317206239,0.797936317206239,85,2,"Chronic respiratory diseases"
