CN0100100000000,1,1,"Autauga County, AL",2012,,25740,23961,1779,6.9
CN0100300000000,1,3,"Baldwin County, AL",2012,,84414,78065,6349,7.5
CN0100500000000,1,5,"Barbour County, AL",2012,,9362,8283,1079,11.5
CN0100700000000,1,7,"Bibb County, AL",2012,,8798,8047,751,8.5
CN0100900000000,1,9,"Blount County, AL",2012,,24960,23244,1716,6.9
CN0101100000000,1,11,"Bullock County, AL",2012,,4736,4245,491,10.4
CN0101300000000,1,13,"Butler County, AL",2012,,9088,8039,1049,11.5
CN0101500000000,1,15,"Calhoun County, AL",2012,,49649,45252,4397,8.9
CN0101700000000,1,17,"Chambers County, AL",2012,,15140,13646,1494,9.9
CN0101900000000,1,19,"Cherokee County, AL",2012,,11268,10363,905,8
CN0102100000000,1,21,"Chilton County, AL",2012,,19383,17982,1401,7.2
CN0102300000000,1,23,"Choctaw County, AL",2012,,4791,4297,494,10.3
CN0102500000000,1,25,"Clarke County, AL",2012,,8374,7116,1258,15
CN0102700000000,1,27,"Clay County, AL",2012,,5413,4905,508,9.4
CN0102900000000,1,29,"Cleburne County, AL",2012,,5838,5358,480,8.2
CN0103100000000,1,31,"Coffee County, AL",2012,,20612,19159,1453,7
CN0103300000000,1,33,"Colbert County, AL",2012,,24026,21922,2104,8.8
CN0103500000000,1,35,"Conecuh County, AL",2012,,4635,4082,553,11.9
CN0103700000000,1,37,"Coosa County, AL",2012,,4445,4029,416,9.4
CN0103900000000,1,39,"Covington County, AL",2012,,16345,14978,1367,8.4
CN0104100000000,1,41,"Crenshaw County, AL",2012,,6251,5732,519,8.3
CN0104300000000,1,43,"Cullman County, AL",2012,,35568,32835,2733,7.7
CN0104500000000,1,45,"Dale County, AL",2012,,21370,19781,1589,7.4
CN0104700000000,1,47,"Dallas County, AL",2012,,16746,14583,2163,12.9
CN0104900000000,1,49,"DeKalb County, AL",2012,,28833,26224,2609,9
CN0105100000000,1,51,"Elmore County, AL",2012,,36629,34087,2542,6.9
CN0105300000000,1,53,"Escambia County, AL",2012,,14732,13374,1358,9.2
CN0105500000000,1,55,"Etowah County, AL",2012,,44232,40589,3643,8.2
CN0105700000000,1,57,"Fayette County, AL",2012,,6503,5943,560,8.6
CN0105900000000,1,59,"Franklin County, AL",2012,,13976,12806,1170,8.4
CN0106100000000,1,61,"Geneva County, AL",2012,,11274,10421,853,7.6
CN0106300000000,1,63,"Greene County, AL",2012,,3125,2701,424,13.6
CN0106500000000,1,65,"Hale County, AL",2012,,6212,5499,713,11.5
CN0106700000000,1,67,"Henry County, AL",2012,,7030,6447,583,8.3
CN0106900000000,1,69,"Houston County, AL",2012,,46054,42578,3476,7.5
CN0107100000000,1,71,"Jackson County, AL",2012,,23731,21695,2036,8.6
CN0107300000000,1,73,"Jefferson County, AL",2012,,316511,293020,23491,7.4
CN0107500000000,1,75,"Lamar County, AL",2012,,5806,5369,437,7.5
CN0107700000000,1,77,"Lauderdale County, AL",2012,,43409,40084,3325,7.7
CN0107900000000,1,79,"Lawrence County, AL",2012,,14391,13094,1297,9
CN0108100000000,1,81,"Lee County, AL",2012,,68918,64247,4671,6.8
CN0108300000000,1,83,"Limestone County, AL",2012,,38990,36311,2679,6.9
CN0108500000000,1,85,"Lowndes County, AL",2012,,4081,3452,629,15.4
CN0108700000000,1,87,"Macon County, AL",2012,,8286,7397,889,10.7
CN0108900000000,1,89,"Madison County, AL",2012,,170209,158399,11810,6.9
CN0109100000000,1,91,"Marengo County, AL",2012,,7650,6873,777,10.2
CN0109300000000,1,93,"Marion County, AL",2012,,12451,11340,1111,8.9
CN0109500000000,1,95,"Marshall County, AL",2012,,40686,37523,3163,7.8
CN0109700000000,1,97,"Mobile County, AL",2012,,188626,171312,17314,9.2
CN0109900000000,1,99,"Monroe County, AL",2012,,7971,6971,1000,12.5
CN0110100000000,1,101,"Montgomery County, AL",2012,,107320,98666,8654,8.1
CN0110300000000,1,103,"Morgan County, AL",2012,,57410,52931,4479,7.8
CN0110500000000,1,105,"Perry County, AL",2012,,3683,3192,491,13.3
CN0110700000000,1,107,"Pickens County, AL",2012,,7467,6709,758,10.2
CN0110900000000,1,109,"Pike County, AL",2012,,15017,13819,1198,8
CN0111100000000,1,111,"Randolph County, AL",2012,,9143,8304,839,9.2
CN0111300000000,1,113,"Russell County, AL",2012,,24911,22725,2186,8.8
CN0111500000000,1,115,"St. Clair County, AL",2012,,38516,35871,2645,6.9
CN0111700000000,1,117,"Shelby County, AL",2012,,105458,100158,5300,5
CN0111900000000,1,119,"Sumter County, AL",2012,,5417,4848,569,10.5
CN0112100000000,1,121,"Talladega County, AL",2012,,35013,31731,3282,9.4
CN0112300000000,1,123,"Tallapoosa County, AL",2012,,18441,16850,1591,8.6
CN0112500000000,1,125,"Tuscaloosa County, AL",2012,,95340,88683,6657,7
CN0112700000000,1,127,"Walker County, AL",2012,,26574,24136,2438,9.2
CN0112900000000,1,129,"Washington County, AL",2012,,6875,6054,821,11.9
CN0113100000000,1,131,"Wilcox County, AL",2012,,2883,2308,575,19.9
CN0113300000000,1,133,"Winston County, AL",2012,,9607,8647,960,10
CN0201300000000,2,13,"Aleutians East Borough, AK",2012,,2138,1993,145,6.8
CN0201600000000,2,16,"Aleutians West Census Area, AK",2012,,4268,3972,296,6.9
CN0202000000000,2,20,"Anchorage Borough/municipality, AK",2012,,158380,149897,8483,5.4
CN0205000000000,2,50,"Bethel Census Area, AK",2012,,7211,6103,1108,15.4
CN0206000000000,2,60,"Bristol Bay Borough, AK",2012,,481,434,47,9.8
CN0206800000000,2,68,"Denali Borough, AK",2012,,1047,903,144,13.8
CN0207000000000,2,70,"Dillingham Census Area, AK",2012,,2132,1921,211,9.9
CN0209000000000,2,90,"Fairbanks North Star Borough, AK",2012,,48197,45264,2933,6.1
CN0210000000000,2,100,"Haines Borough, AK",2012,,1108,997,111,10
CN0210500000000,2,105,"Hoonah-Angoon Census Area, AK",2012,,1109,950,159,14.3
CN0211000000000,2,110,"Juneau Borough/city, AK",2012,,17904,16991,913,5.1
CN0212200000000,2,122,"Kenai Peninsula Borough, AK",2012,,27367,25003,2364,8.6
CN0213000000000,2,130,"Ketchikan Gateway Borough, AK",2012,,7177,6594,583,8.1
CN0215000000000,2,150,"Kodiak Island Borough, AK",2012,,6717,6268,449,6.7
CN0215800000000,2,158,"Kusilvak Census Area, AK",2012,,2768,2156,612,22.1
CN0216400000000,2,164,"Lake and Peninsula Borough, AK",2012,,637,540,97,15.2
CN0217000000000,2,170,"Matanuska-Susitna Borough, AK",2012,,43757,39968,3789,8.7
CN0218000000000,2,180,"Nome Census Area, AK",2012,,4178,3690,488,11.7
CN0218500000000,2,185,"North Slope Borough, AK",2012,,4027,3715,312,7.7
CN0218800000000,2,188,"Northwest Arctic Borough, AK",2012,,3031,2554,477,15.7
CN0219500000000,2,195,"Petersburg Borough, AK",2012,,1878,1725,153,8.1
CN0219800000000,2,198,"Prince of Wales-Hyder Census Area, AK",2012,,2591,2247,344,13.3
CN0222000000000,2,220,"Sitka Borough/city, AK",2012,,4647,4384,263,5.7
CN0223000000000,2,230,"Skagway Municipality, AK",2012,,754,648,106,14.1
CN0224000000000,2,240,"Southeast Fairbanks Census Area, AK",2012,,3038,2647,391,12.9
CN0226100000000,2,261,"Valdez-Cordova Census Area, AK",2012,,4894,4419,475,9.7
CN0227500000000,2,275,"Wrangell Borough/city, AK",2012,,1026,942,84,8.2
CN0228200000000,2,282,"Yakutat Borough/city, AK",2012,,288,260,28,9.7
CN0229000000000,2,290,"Yukon-Koyukuk Census Area, AK",2012,,2773,2291,482,17.4
CN0400100000000,4,1,"Apache County, AZ",2012,,22806,18482,4324,19
CN0400300000000,4,3,"Cochise County, AZ",2012,,53898,49027,4871,9
CN0400500000000,4,5,"Coconino County, AZ",2012,,71032,64922,6110,8.6
CN0400700000000,4,7,"Gila County, AZ",2012,,20923,18786,2137,10.2
CN0400900000000,4,9,"Graham County, AZ",2012,,14472,13242,1230,8.5
CN0401100000000,4,11,"Greenlee County, AZ",2012,,3553,3261,292,8.2
CN0401200000000,4,12,"La Paz County, AZ",2012,,8137,7441,696,8.6
CN0401300000000,4,13,"Maricopa County, AZ",2012,,1895634,1757601,138033,7.3
CN0401500000000,4,15,"Mohave County, AZ",2012,,77570,69021,8549,11
CN0401700000000,4,17,"Navajo County, AZ",2012,,42957,36890,6067,14.1
CN0401900000000,4,19,"Pima County, AZ",2012,,462896,428796,34100,7.4
CN0402100000000,4,21,"Pinal County, AZ",2012,,148689,135995,12694,8.5
CN0402300000000,4,23,"Santa Cruz County, AZ",2012,,20121,17014,3107,15.4
CN0402500000000,4,25,"Yavapai County, AZ",2012,,92384,84442,7942,8.6
CN0402700000000,4,27,"Yuma County, AZ",2012,,93806,71429,22377,23.9
CN0500100000000,5,1,"Arkansas County, AR",2012,,9913,9044,869,8.8
CN0500300000000,5,3,"Ashley County, AR",2012,,9298,8158,1140,12.3
CN0500500000000,5,5,"Baxter County, AR",2012,,16373,14994,1379,8.4
CN0500700000000,5,7,"Benton County, AR",2012,,110768,104109,6659,6
CN0500900000000,5,9,"Boone County, AR",2012,,16523,15264,1259,7.6
CN0501100000000,5,11,"Bradley County, AR",2012,,4371,3886,485,11.1
CN0501300000000,5,13,"Calhoun County, AR",2012,,2511,2282,229,9.1
CN0501500000000,5,15,"Carroll County, AR",2012,,12479,11690,789,6.3
CN0501700000000,5,17,"Chicot County, AR",2012,,4062,3600,462,11.4
CN0501900000000,5,19,"Clark County, AR",2012,,10140,9118,1022,10.1
CN0502100000000,5,21,"Clay County, AR",2012,,6869,6115,754,11
CN0502300000000,5,23,"Cleburne County, AR",2012,,10390,9504,886,8.5
CN0502500000000,5,25,"Cleveland County, AR",2012,,3751,3475,276,7.4
CN0502700000000,5,27,"Columbia County, AR",2012,,10115,9205,910,9
CN0502900000000,5,29,"Conway County, AR",2012,,8704,7902,802,9.2
CN0503100000000,5,31,"Craighead County, AR",2012,,49059,45688,3371,6.9
CN0503300000000,5,33,"Crawford County, AR",2012,,27610,25412,2198,8
CN0503500000000,5,35,"Crittenden County, AR",2012,,22103,19987,2116,9.6
CN0503700000000,5,37,"Cross County, AR",2012,,8531,7854,677,7.9
CN0503900000000,5,39,"Dallas County, AR",2012,,3182,2815,367,11.5
CN0504100000000,5,41,"Desha County, AR",2012,,5930,5343,587,9.9
CN0504300000000,5,43,"Drew County, AR",2012,,8369,7477,892,10.7
CN0504500000000,5,45,"Faulkner County, AR",2012,,59723,55766,3957,6.6
CN0504700000000,5,47,"Franklin County, AR",2012,,7669,7125,544,7.1
CN0504900000000,5,49,"Fulton County, AR",2012,,5110,4743,367,7.2
CN0505100000000,5,51,"Garland County, AR",2012,,41203,37949,3254,7.9
CN0505300000000,5,53,"Grant County, AR",2012,,8425,7852,573,6.8
CN0505500000000,5,55,"Greene County, AR",2012,,20006,18275,1731,8.7
CN0505700000000,5,57,"Hempstead County, AR",2012,,10851,10060,791,7.3
CN0505900000000,5,59,"Hot Spring County, AR",2012,,14485,13441,1044,7.2
CN0506100000000,5,61,"Howard County, AR",2012,,6434,6003,431,6.7
CN0506300000000,5,63,"Independence County, AR",2012,,16041,14563,1478,9.2
CN0506500000000,5,65,"Izard County, AR",2012,,5163,4709,454,8.8
CN0506700000000,5,67,"Jackson County, AR",2012,,6470,5774,696,10.8
CN0506900000000,5,69,"Jefferson County, AR",2012,,32469,29222,3247,10
CN0507100000000,5,71,"Johnson County, AR",2012,,10807,10011,796,7.4
CN0507300000000,5,73,"Lafayette County, AR",2012,,2886,2612,274,9.5
CN0507500000000,5,75,"Lawrence County, AR",2012,,7235,6576,659,9.1
CN0507700000000,5,77,"Lee County, AR",2012,,3521,3187,334,9.5
CN0507900000000,5,79,"Lincoln County, AR",2012,,4586,4185,401,8.7
CN0508100000000,5,81,"Little River County, AR",2012,,5979,5543,436,7.3
CN0508300000000,5,83,"Logan County, AR",2012,,9627,8858,769,8
CN0508500000000,5,85,"Lonoke County, AR",2012,,33083,30982,2101,6.4
CN0508700000000,5,87,"Madison County, AR",2012,,6971,6563,408,5.9
CN0508900000000,5,89,"Marion County, AR",2012,,6608,6065,543,8.2
CN0509100000000,5,91,"Miller County, AR",2012,,20260,19055,1205,5.9
CN0509300000000,5,93,"Mississippi County, AR",2012,,20267,18046,2221,11
CN0509500000000,5,95,"Monroe County, AR",2012,,3270,2974,296,9.1
CN0509700000000,5,97,"Montgomery County, AR",2012,,3586,3282,304,8.5
CN0509900000000,5,99,"Nevada County, AR",2012,,4129,3808,321,7.8
CN0510100000000,5,101,"Newton County, AR",2012,,3628,3362,266,7.3
CN0510300000000,5,103,"Ouachita County, AR",2012,,10498,9395,1103,10.5
CN0510500000000,5,105,"Perry County, AR",2012,,4416,4015,401,9.1
CN0510700000000,5,107,"Phillips County, AR",2012,,7970,7048,922,11.6
CN0510900000000,5,109,"Pike County, AR",2012,,4366,3969,397,9.1
CN0511100000000,5,111,"Poinsett County, AR",2012,,10387,9486,901,8.7
CN0511300000000,5,113,"Polk County, AR",2012,,8701,8054,647,7.4
