CN0100100000000,1,1,"Autauga County, AL",2010,,25713,23431,2282,8.9
CN0100300000000,1,3,"Baldwin County, AL",2010,,83459,75120,8339,10
CN0100500000000,1,5,"Barbour County, AL",2010,,10221,8959,1262,12.3
CN0100700000000,1,7,"Bibb County, AL",2010,,8934,7914,1020,11.4
CN0100900000000,1,9,"Blount County, AL",2010,,24906,22460,2446,9.8
CN0101100000000,1,11,"Bullock County, AL",2010,,4941,4356,585,11.8
CN0101300000000,1,13,"Butler County, AL",2010,,9261,7998,1263,13.6
CN0101500000000,1,15,"Calhoun County, AL",2010,,51559,45699,5860,11.4
CN0101700000000,1,17,"Chambers County, AL",2010,,14754,12554,2200,14.9
CN0101900000000,1,19,"Cherokee County, AL",2010,,11464,10245,1219,10.6
CN0102100000000,1,21,"Chilton County, AL",2010,,19462,17464,1998,10.3
CN0102300000000,1,23,"Choctaw County, AL",2010,,4860,4216,644,13.3
CN0102500000000,1,25,"Clarke County, AL",2010,,9108,7300,1808,19.9
CN0102700000000,1,27,"Clay County, AL",2010,,5851,5005,846,14.5
CN0102900000000,1,29,"Cleburne County, AL",2010,,6033,5429,604,10
CN0103100000000,1,31,"Coffee County, AL",2010,,21088,19271,1817,8.6
CN0103300000000,1,33,"Colbert County, AL",2010,,24228,21453,2775,11.5
CN0103500000000,1,35,"Conecuh County, AL",2010,,4991,4131,860,17.2
CN0103700000000,1,37,"Coosa County, AL",2010,,4654,3937,717,15.4
CN0103900000000,1,39,"Covington County, AL",2010,,16417,14721,1696,10.3
CN0104100000000,1,41,"Crenshaw County, AL",2010,,6285,5646,639,10.2
CN0104300000000,1,43,"Cullman County, AL",2010,,35959,32202,3757,10.4
CN0104500000000,1,45,"Dale County, AL",2010,,22072,20124,1948,8.8
CN0104700000000,1,47,"Dallas County, AL",2010,,17808,14806,3002,16.9
CN0104900000000,1,49,"DeKalb County, AL",2010,,30942,27026,3916,12.7
CN0105100000000,1,51,"Elmore County, AL",2010,,36683,33362,3321,9.1
CN0105300000000,1,53,"Escambia County, AL",2010,,15007,13238,1769,11.8
CN0105500000000,1,55,"Etowah County, AL",2010,,44000,39193,4807,10.9
CN0105700000000,1,57,"Fayette County, AL",2010,,6831,5942,889,13
CN0105900000000,1,59,"Franklin County, AL",2010,,14255,12724,1531,10.7
CN0106100000000,1,61,"Geneva County, AL",2010,,11559,10362,1197,10.4
CN0106300000000,1,63,"Greene County, AL",2010,,3306,2735,571,17.3
CN0106500000000,1,65,"Hale County, AL",2010,,6445,5473,972,15.1
CN0106700000000,1,67,"Henry County, AL",2010,,7259,6469,790,10.9
CN0106900000000,1,69,"Houston County, AL",2010,,46414,42170,4244,9.1
CN0107100000000,1,71,"Jackson County, AL",2010,,24348,21468,2880,11.8
CN0107300000000,1,73,"Jefferson County, AL",2010,,318520,285627,32893,10.3
CN0107500000000,1,75,"Lamar County, AL",2010,,5802,5035,767,13.2
CN0107700000000,1,77,"Lauderdale County, AL",2010,,43596,39193,4403,10.1
CN0107900000000,1,79,"Lawrence County, AL",2010,,14901,13024,1877,12.6
CN0108100000000,1,81,"Lee County, AL",2010,,66764,60758,6006,9
CN0108300000000,1,83,"Limestone County, AL",2010,,38321,34625,3696,9.6
CN0108500000000,1,85,"Lowndes County, AL",2010,,4350,3547,803,18.5
CN0108700000000,1,87,"Macon County, AL",2010,,8937,7618,1319,14.8
CN0108900000000,1,89,"Madison County, AL",2010,,169833,155656,14177,8.3
CN0109100000000,1,91,"Marengo County, AL",2010,,8136,7021,1115,13.7
CN0109300000000,1,93,"Marion County, AL",2010,,13215,11423,1792,13.6
CN0109500000000,1,95,"Marshall County, AL",2010,,41637,37640,3997,9.6
CN0109700000000,1,97,"Mobile County, AL",2010,,192730,170943,21787,11.3
CN0109900000000,1,99,"Monroe County, AL",2010,,8712,7131,1581,18.1
CN0110100000000,1,101,"Montgomery County, AL",2010,,108753,97892,10861,10
CN0110300000000,1,103,"Morgan County, AL",2010,,57817,51600,6217,10.8
CN0110500000000,1,105,"Perry County, AL",2010,,3891,3236,655,16.8
CN0110700000000,1,107,"Pickens County, AL",2010,,7699,6687,1012,13.1
CN0110900000000,1,109,"Pike County, AL",2010,,15677,14198,1479,9.4
CN0111100000000,1,111,"Randolph County, AL",2010,,9706,8410,1296,13.4
CN0111300000000,1,113,"Russell County, AL",2010,,23814,21225,2589,10.9
CN0111500000000,1,115,"St. Clair County, AL",2010,,38280,34397,3883,10.1
CN0111700000000,1,117,"Shelby County, AL",2010,,102372,95110,7262,7.1
CN0111900000000,1,119,"Sumter County, AL",2010,,5777,5006,771,13.3
CN0112100000000,1,121,"Talladega County, AL",2010,,35129,30389,4740,13.5
CN0112300000000,1,123,"Tallapoosa County, AL",2010,,19079,16579,2500,13.1
CN0112500000000,1,125,"Tuscaloosa County, AL",2010,,93915,85273,8642,9.2
CN0112700000000,1,127,"Walker County, AL",2010,,27279,23815,3464,12.7
CN0112900000000,1,129,"Washington County, AL",2010,,7385,6335,1050,14.2
CN0113100000000,1,131,"Wilcox County, AL",2010,,3066,2261,805,26.3
CN0113300000000,1,133,"Winston County, AL",2010,,9883,8304,1579,16
CN0201300000000,2,13,"Aleutians East Borough, AK",2010,,2031,1917,114,5.6
CN0201600000000,2,16,"Aleutians West Census Area, AK",2010,,3955,3755,200,5.1
CN0202000000000,2,20,"Anchorage Borough/municipality, AK",2010,,157923,147539,10384,6.6
CN0205000000000,2,50,"Bethel Census Area, AK",2010,,7161,6114,1047,14.6
CN0206000000000,2,60,"Bristol Bay Borough, AK",2010,,505,456,49,9.7
CN0206800000000,2,68,"Denali Borough, AK",2010,,1011,891,120,11.9
CN0207000000000,2,70,"Dillingham Census Area, AK",2010,,2089,1878,211,10.1
