CN0105300000000,1,53,"Escambia County, AL",2003,,14644,13379,1265,8.6
CN0105500000000,1,55,"Etowah County, AL",2003,,46388,43351,3037,6.5
CN0105700000000,1,57,"Fayette County, AL",2003,,8048,7490,558,6.9
CN0105900000000,1,59,"Franklin County, AL",2003,,13561,12265,1296,9.6
CN0106100000000,1,61,"Geneva County, AL",2003,,11722,11065,657,5.6
CN0106300000000,1,63,"Greene County, AL",2003,,3504,3205,299,8.5
CN0106500000000,1,65,"Hale County, AL",2003,,7086,6485,601,8.5
CN0106700000000,1,67,"Henry County, AL",2003,,7494,7059,435,5.8
CN0106900000000,1,69,"Houston County, AL",2003,,45185,42984,2201,4.9
CN0107100000000,1,71,"Jackson County, AL",2003,,27187,25272,1915,7
CN0107300000000,1,73,"Jefferson County, AL",2003,,321042,303282,17760,5.5
CN0107500000000,1,75,"Lamar County, AL",2003,,6691,6104,587,8.8
CN0107700000000,1,77,"Lauderdale County, AL",2003,,41196,38184,3012,7.3
CN0107900000000,1,79,"Lawrence County, AL",2003,,15788,14728,1060,6.7
CN0108100000000,1,81,"Lee County, AL",2003,,60597,57747,2850,4.7
CN0108300000000,1,83,"Limestone County, AL",2003,,33924,32046,1878,5.5
CN0108500000000,1,85,"Lowndes County, AL",2003,,5021,4557,464,9.2
CN0108700000000,1,87,"Macon County, AL",2003,,8522,7924,598,7
CN0108900000000,1,89,"Madison County, AL",2003,,154255,146915,7340,4.8
CN0109100000000,1,91,"Marengo County, AL",2003,,8999,8431,568,6.3
CN0109300000000,1,93,"Marion County, AL",2003,,13071,12130,941,7.2
CN0109500000000,1,95,"Marshall County, AL",2003,,40587,38316,2271,5.6
CN0109700000000,1,97,"Mobile County, AL",2003,,180242,167696,12546,7
CN0109900000000,1,99,"Monroe County, AL",2003,,9417,8627,790,8.4
CN0110100000000,1,101,"Montgomery County, AL",2003,,104505,98402,6103,5.8
CN0110300000000,1,103,"Morgan County, AL",2003,,55227,51605,3622,6.6
CN0110500000000,1,105,"Perry County, AL",2003,,3843,3432,411,10.7
CN0110700000000,1,107,"Pickens County, AL",2003,,8138,7475,663,8.1
CN0110900000000,1,109,"Pike County, AL",2003,,14397,13556,841,5.8
CN0111100000000,1,111,"Randolph County, AL",2003,,9791,9061,730,7.5
CN0111300000000,1,113,"Russell County, AL",2003,,21870,20224,1646,7.5
CN0111500000000,1,115,"St. Clair County, AL",2003,,32291,30607,1684,5.2
CN0111700000000,1,117,"Shelby County, AL",2003,,88275,85144,3131,3.5
CN0111900000000,1,119,"Sumter County, AL",2003,,5110,4594,516,10.1
CN0112100000000,1,121,"Talladega County, AL",2003,,38205,35246,2959,7.7
CN0112300000000,1,123,"Tallapoosa County, AL",2003,,18456,17174,1282,6.9
CN0112500000000,1,125,"Tuscaloosa County, AL",2003,,82091,78055,4036,4.9
CN0112700000000,1,127,"Walker County, AL",2003,,30327,28360,1967,6.5
CN0112900000000,1,129,"Washington County, AL",2003,,7103,6362,741,10.4
CN0113100000000,1,131,"Wilcox County, AL",2003,,3818,3345,473,12.4
CN0113300000000,1,133,"Winston County, AL",2003,,10407,9418,989,9.5
CN0201300000000,2,13,"Aleutians East Borough, AK",2003,,1010,911,99,9.8
CN0201600000000,2,16,"Aleutians West Census Area, AK",2003,,2931,2743,188,6.4
CN0202000000000,2,20,"Anchorage Borough/municipality, AK",2003,,145428,136227,9201,6.3
CN0205000000000,2,50,"Bethel Census Area, AK",2003,,7059,6192,867,12.3
CN0206000000000,2,60,"Bristol Bay Borough, AK",2003,,971,910,61,6.3
CN0206800000000,2,68,"Denali Borough, AK",2003,,1408,1283,125,8.9
CN0207000000000,2,70,"Dillingham Census Area, AK",2003,,1923,1708,215,11.2
CN0209000000000,2,90,"Fairbanks North Star Borough, AK",2003,,42599,39603,2996,7
CN0210000000000,2,100,"Haines Borough, AK",2003,,1360,1200,160,11.8
CN0211000000000,2,110,"Juneau Borough/city, AK",2003,,18058,17005,1053,5.8
CN0212200000000,2,122,"Kenai Peninsula Borough, AK",2003,,25039,22476,2563,10.2
CN0213000000000,2,130,"Ketchikan Gateway Borough, AK",2003,,7789,7156,633,8.1
CN0215000000000,2,150,"Kodiak Island Borough, AK",2003,,5961,5377,584,9.8
CN0215800000000,2,158,"Kusilvak Census Area, AK",2003,,2656,2176,480,18.1
CN0216400000000,2,164,"Lake and Peninsula Borough, AK",2003,,942,865,77,8.2
CN0217000000000,2,170,"Matanuska-Susitna Borough, AK",2003,,32820,29928,2892,8.8
CN0218000000000,2,180,"Nome Census Area, AK",2003,,3913,3486,427,10.9
CN0218500000000,2,185,"North Slope Borough, AK",2003,,3701,3318,383,10.3
CN0218800000000,2,188,"Northwest Arctic Borough, AK",2003,,2979,2584,395,13.3
CN0220100000000,2,201,"Prince of Wales-Outer Ketchikan Census Area, AK",2003,,2451,2092,359,14.6
CN0222000000000,2,220,"Sitka Borough/city, AK",2003,,4664,4373,291,6.2
CN0223200000000,2,232,"Skagway-Hoonah-Angoon Census Area, AK",2003,,1876,1651,225,12
CN0224000000000,2,240,"Southeast Fairbanks Census Area, AK",2003,,2506,2180,326,13
CN0226100000000,2,261,"Valdez-Cordova Census Area, AK",2003,,5375,4829,546,10.2
CN0228000000000,2,280,"Wrangell-Petersburg Census Area, AK",2003,,3011,2642,369,12.3
CN0228200000000,2,282,"Yakutat Borough/city, AK",2003,,302,268,34,11.3
CN0229000000000,2,290,"Yukon-Koyukuk Census Area, AK",2003,,2941,2542,399,13.6
CN0400100000000,4,1,"Apache County, AZ",2003,,20638,18198,2440,11.8
CN0400300000000,4,3,"Cochise County, AZ",2003,,54049,50985,3064,5.7
CN0400500000000,4,5,"Coconino County, AZ",2003,,65739,61985,3754,5.7
CN0400700000000,4,7,"Gila County, AZ",2003,,21039,19511,1528,7.3
CN0400900000000,4,9,"Graham County, AZ",2003,,12170,11320,850,7
CN0401100000000,4,11,"Greenlee County, AZ",2003,,3531,3285,246,7
CN0401200000000,4,12,"La Paz County, AZ",2003,,7451,6925,526,7.1
CN0401300000000,4,13,"Maricopa County, AZ",2003,,1749197,1658323,90874,5.2
CN0401500000000,4,15,"Mohave County, AZ",2003,,82110,78073,4037,4.9
CN0401700000000,4,17,"Navajo County, AZ",2003,,38252,34962,3290,8.6
CN0401900000000,4,19,"Pima County, AZ",2003,,429349,406481,22868,5.3
CN0402100000000,4,21,"Pinal County, AZ",2003,,78892,73375,5517,7
CN0402300000000,4,23,"Santa Cruz County, AZ",2003,,15707,14208,1499,9.5
CN0402500000000,4,25,"Yavapai County, AZ",2003,,85008,80664,4344,5.1
CN0402700000000,4,27,"Yuma County, AZ",2003,,72869,60560,12309,16.9
CN0500100000000,5,1,"Arkansas County, AR",2003,,10716,10120,596,5.6
CN0500300000000,5,3,"Ashley County, AR",2003,,9989,9040,949,9.5
CN0500500000000,5,5,"Baxter County, AR",2003,,15939,14871,1068,6.7
CN0500700000000,5,7,"Benton County, AR",2003,,87883,84706,3177,3.6
CN0500900000000,5,9,"Boone County, AR",2003,,16050,15113,937,5.8
CN0501100000000,5,11,"Bradley County, AR",2003,,5488,5089,399,7.3
CN0501300000000,5,13,"Calhoun County, AR",2003,,2537,2336,201,7.9
CN0501500000000,5,15,"Carroll County, AR",2003,,13223,12581,642,4.9
CN0501700000000,5,17,"Chicot County, AR",2003,,5174,4626,548,10.6
CN0501900000000,5,19,"Clark County, AR",2003,,11145,10428,717,6.4
CN0502100000000,5,21,"Clay County, AR",2003,,7491,6882,609,8.1
CN0502300000000,5,23,"Cleburne County, AR",2003,,10900,10278,622,5.7
CN0502500000000,5,25,"Cleveland County, AR",2003,,3969,3721,248,6.2
CN0502700000000,5,27,"Columbia County, AR",2003,,10697,9970,727,6.8
CN0502900000000,5,29,"Conway County, AR",2003,,9596,8993,603,6.3
CN0503100000000,5,31,"Craighead County, AR",2003,,42858,40458,2400,5.6
CN0503300000000,5,33,"Crawford County, AR",2003,,25250,23893,1357,5.4
CN0503500000000,5,35,"Crittenden County, AR",2003,,21317,19869,1448,6.8
CN0503700000000,5,37,"Cross County, AR",2003,,8681,8030,651,7.5
CN0503900000000,5,39,"Dallas County, AR",2003,,3821,3516,305,8
CN0504100000000,5,41,"Desha County, AR",2003,,6162,5607,555,9
CN0504300000000,5,43,"Drew County, AR",2003,,8514,7837,677,8
CN0504500000000,5,45,"Faulkner County, AR",2003,,47763,45147,2616,5.5
CN0504700000000,5,47,"Franklin County, AR",2003,,7971,7581,390,4.9
CN0504900000000,5,49,"Fulton County, AR",2003,,4966,4654,312,6.3
CN0505100000000,5,51,"Garland County, AR",2003,,39209,36682,2527,6.4
CN0505300000000,5,53,"Grant County, AR",2003,,8096,7641,455,5.6
CN0505500000000,5,55,"Greene County, AR",2003,,17113,15956,1157,6.8
CN0505700000000,5,57,"Hempstead County, AR",2003,,11068,10473,595,5.4
CN0505900000000,5,59,"Hot Spring County, AR",2003,,14214,13260,954,6.7
CN0506100000000,5,61,"Howard County, AR",2003,,6528,6132,396,6.1
CN0506300000000,5,63,"Independence County, AR",2003,,17007,15905,1102,6.5
CN0506500000000,5,65,"Izard County, AR",2003,,5206,4794,412,7.9
CN0506700000000,5,67,"Jackson County, AR",2003,,7781,7080,701,9
CN0506900000000,5,69,"Jefferson County, AR",2003,,35724,32855,2869,8
CN0507100000000,5,71,"Johnson County, AR",2003,,10649,10064,585,5.5
CN0507300000000,5,73,"Lafayette County, AR",2003,,3369,3167,202,6
CN0507500000000,5,75,"Lawrence County, AR",2003,,7720,7060,660,8.5
CN0507700000000,5,77,"Lee County, AR",2003,,3664,3237,427,11.7
CN0507900000000,5,79,"Lincoln County, AR",2003,,5074,4660,414,8.2
CN0508100000000,5,81,"Little River County, AR",2003,,6398,6084,314,4.9
CN0508300000000,5,83,"Logan County, AR",2003,,9938,9372,566,5.7
CN0508500000000,5,85,"Lonoke County, AR",2003,,27489,26153,1336,4.9
CN0508700000000,5,87,"Madison County, AR",2003,,7175,6890,285,4
CN0508900000000,5,89,"Marion County, AR",2003,,6498,6075,423,6.5
CN0509100000000,5,91,"Miller County, AR",2003,,18224,17296,928,5.1
CN0509300000000,5,93,"Mississippi County, AR",2003,,20220,17797,2423,12
CN0509500000000,5,95,"Monroe County, AR",2003,,3968,3668,300,7.6
CN0509700000000,5,97,"Montgomery County, AR",2003,,4249,4010,239,5.6
CN0509900000000,5,99,"Nevada County, AR",2003,,4493,4265,228,5.1
CN0510100000000,5,101,"Newton County, AR",2003,,3615,3404,211,5.8
CN0510300000000,5,103,"Ouachita County, AR",2003,,12085,11122,963,8
CN0510500000000,5,105,"Perry County, AR",2003,,4778,4446,332,6.9
CN0510700000000,5,107,"Phillips County, AR",2003,,9175,8367,808,8.8
CN0510900000000,5,109,"Pike County, AR",2003,,5189,4904,285,5.5
CN0511100000000,5,111,"Poinsett County, AR",2003,,11200,10370,830,7.4
CN0511300000000,5,113,"Polk County, AR",2003,,8587,7925,662,7.7
CN0511500000000,5,115,"Pope County, AR",2003,,26555,25020,1535,5.8
CN0511700000000,5,117,"Prairie County, AR",2003,,4457,4221,236,5.3
CN0511900000000,5,119,"Pulaski County, AR",2003,,181174,171643,9531,5.3
CN0512100000000,5,121,"Randolph County, AR",2003,,7838,7087,751,9.6
CN0512300000000,5,123,"St. Francis County, AR",2003,,10823,9805,1018,9.4
CN0512500000000,5,125,"Saline County, AR",2003,,43406,41275,2131,4.9
CN0512700000000,5,127,"Scott County, AR",2003,,4706,4477,229,4.9
CN0512900000000,5,129,"Searcy County, AR",2003,,3373,3184,189,5.6
CN0513100000000,5,131,"Sebastian County, AR",2003,,56011,53227,2784,5
CN0513300000000,5,133,"Sevier County, AR",2003,,7396,7048,348,4.7
CN0513500000000,5,135,"Sharp County, AR",2003,,6401,5845,556,8.7
CN0513700000000,5,137,"Stone County, AR",2003,,4479,4138,341,7.6
CN0513900000000,5,139,"Union County, AR",2003,,19714,18137,1577,8
CN0514100000000,5,141,"Van Buren County, AR",2003,,6812,6320,492,7.2
CN0514300000000,5,143,"Washington County, AR",2003,,90430,86944,3486,3.9
CN0514500000000,5,145,"White County, AR",2003,,30761,28791,1970,6.4
CN0514700000000,5,147,"Woodruff County, AR",2003,,3774,3408,366,9.7
CN0514900000000,5,149,"Yell County, AR",2003,,9793,9273,520,5.3
CN0600100000000,6,1,"Alameda County, CA",2003,,754375,702984,51391,6.8
CN0600300000000,6,3,"Alpine County, CA",2003,,554,508,46,8.3
CN0600500000000,6,5,"Amador County, CA",2003,,16389,15384,1005,6.1
CN0600700000000,6,7,"Butte County, CA",2003,,98296,90885,7411,7.5
CN0600900000000,6,9,"Calaveras County, CA",2003,,19854,18398,1456,7.3
CN0601100000000,6,11,"Colusa County, CA",2003,,9433,8086,1347,14.3
CN0601300000000,6,13,"Contra Costa County, CA",2003,,508420,477620,30800,6.1
CN0601500000000,6,15,"Del Norte County, CA",2003,,10313,9440,873,8.5
CN0601700000000,6,17,"El Dorado County, CA",2003,,87468,82631,4837,5.5
CN0601900000000,6,19,"Fresno County, CA",2003,,403733,356645,47088,11.7
CN0602100000000,6,21,"Glenn County, CA",2003,,11124,9992,1132,10.2
CN0602300000000,6,23,"Humboldt County, CA",2003,,60584,56464,4120,6.8
CN0602500000000,6,25,"Imperial County, CA",2003,,58642,49550,9092,15.5
CN0602700000000,6,27,"Inyo County, CA",2003,,9097,8576,521,5.7
CN0602900000000,6,29,"Kern County, CA",2003,,311344,279400,31944,10.3
CN0603100000000,6,31,"Kings County, CA",2003,,53114,46796,6318,11.9
CN0603300000000,6,33,"Lake County, CA",2003,,25856,23508,2348,9.1
CN0603500000000,6,35,"Lassen County, CA",2003,,12313,11373,940,7.6
CN0603700000000,6,37,"Los Angeles County, CA",2003,,4739472,4409913,329559,7
CN0603900000000,6,39,"Madera County, CA",2003,,58971,52916,6055,10.3
CN0604100000000,6,41,"Marin County, CA",2003,,130647,124287,6360,4.9
CN0604300000000,6,43,"Mariposa County, CA",2003,,8416,7839,577,6.9
CN0604500000000,6,45,"Mendocino County, CA",2003,,44970,41898,3072,6.8
CN0604700000000,6,47,"Merced County, CA",2003,,96839,85757,11082,11.4
CN0604900000000,6,49,"Modoc County, CA",2003,,4203,3839,364,8.7
CN0605100000000,6,51,"Mono County, CA",2003,,8271,7856,415,5
CN0605300000000,6,53,"Monterey County, CA",2003,,208693,190091,18602,8.9
CN0605500000000,6,55,"Napa County, CA",2003,,70670,67261,3409,4.8
CN0605700000000,6,57,"Nevada County, CA",2003,,48277,45602,2675,5.5
CN0605900000000,6,59,"Orange County, CA",2003,,1545768,1472492,73276,4.7
CN0606100000000,6,61,"Placer County, CA",2003,,152740,145004,7736,5.1
CN0606300000000,6,63,"Plumas County, CA",2003,,10443,9420,1023,9.8
CN0606500000000,6,65,"Riverside County, CA",2003,,775966,725702,50264,6.5
CN0606700000000,6,67,"Sacramento County, CA",2003,,652166,614089,38077,5.8
CN0606900000000,6,69,"San Benito County, CA",2003,,25500,22974,2526,9.9
CN0607100000000,6,71,"San Bernardino County, CA",2003,,802230,752340,49890,6.2
CN0607300000000,6,73,"San Diego County, CA",2003,,1457538,1382273,75265,5.2
CN0607500000000,6,75,"San Francisco County/city, CA",2003,,429292,400587,28705,6.7
CN0607700000000,6,77,"San Joaquin County, CA",2003,,278846,253418,25428,9.1
CN0607900000000,6,79,"San Luis Obispo County, CA",2003,,127924,121939,5985,4.7
CN0608100000000,6,81,"San Mateo County, CA",2003,,366878,345638,21240,5.8
CN0608300000000,6,83,"Santa Barbara County, CA",2003,,207876,197443,10433,5
CN0608500000000,6,85,"Santa Clara County, CA",2003,,843720,773878,69842,8.3
CN0608700000000,6,87,"Santa Cruz County, CA",2003,,144155,133052,11103,7.7
CN0608900000000,6,89,"Shasta County, CA",2003,,82380,76198,6182,7.5
CN0609100000000,6,91,"Sierra County, CA",2003,,1635,1483,152,9.3
CN0609300000000,6,93,"Siskiyou County, CA",2003,,19216,17399,1817,9.5
CN0609500000000,6,95,"Solano County, CA",2003,,205399,192560,12839,6.3
CN0609700000000,6,97,"Sonoma County, CA",2003,,252912,239225,13687,5.4
CN0609900000000,6,99,"Stanislaus County, CA",2003,,221714,199975,21739,9.8
CN0610100000000,6,101,"Sutter County, CA",2003,,39403,35017,4386,11.1
CN0610300000000,6,103,"Tehama County, CA",2003,,25613,23658,1955,7.6
CN0610500000000,6,105,"Trinity County, CA",2003,,5376,4815,561,10.4
CN0610700000000,6,107,"Tulare County, CA",2003,,181161,159083,22078,12.2
CN0610900000000,6,109,"Tuolumne County, CA",2003,,25295,23527,1768,7
CN0611100000000,6,111,"Ventura County, CA",2003,,409668,386156,23512,5.7
CN0611300000000,6,113,"Yolo County, CA",2003,,91289,85500,5789,6.3
CN0611500000000,6,115,"Yuba County, CA",2003,,25183,22497,2686,10.7
CN0800100000000,8,1,"Adams County, CO",2003,,200583,186573,14010,7
CN0800300000000,8,3,"Alamosa County, CO",2003,,8190,7724,466,5.7
CN0800500000000,8,5,"Arapahoe County, CO",2003,,291896,274121,17775,6.1
CN0800700000000,8,7,"Archuleta County, CO",2003,,5589,5268,321,5.7
CN0800900000000,8,9,"Baca County, CO",2003,,2374,2287,87,3.7
CN0801100000000,8,11,"Bent County, CO",2003,,2413,2230,183,7.6
CN0801300000000,8,13,"Boulder County, CO",2003,,164483,155291,9192,5.6
CN0801400000000,8,14,"Broomfield County/city, CO",2003,,23707,22230,1477,6.2
CN0801500000000,8,15,"Chaffee County, CO",2003,,7813,7373,440,5.6
CN0801700000000,8,17,"Cheyenne County, CO",2003,,1287,1243,44,3.4
CN0801900000000,8,19,"Clear Creek County, CO",2003,,6012,5682,330,5.5
CN0802100000000,8,21,"Conejos County, CO",2003,,3759,3499,260,6.9
CN0802300000000,8,23,"Costilla County, CO",2003,,1333,1198,135,10.1
CN0802500000000,8,25,"Crowley County, CO",2003,,1604,1467,137,8.5
CN0802700000000,8,27,"Custer County, CO",2003,,1967,1868,99,5
CN0802900000000,8,29,"Delta County, CO",2003,,14094,13273,821,5.8
CN0803100000000,8,31,"Denver County/city, CO",2003,,302578,281272,21306,7
CN0803300000000,8,33,"Dolores County, CO",2003,,987,907,80,8.1
CN0803500000000,8,35,"Douglas County, CO",2003,,128710,122091,6619,5.1
CN0803700000000,8,37,"Eagle County, CO",2003,,26188,24960,1228,4.7
CN0803900000000,8,39,"Elbert County, CO",2003,,12572,11894,678,5.4
CN0804100000000,8,41,"El Paso County, CO",2003,,279948,262889,17059,6.1
CN0804300000000,8,43,"Fremont County, CO",2003,,18572,17202,1370,7.4
CN0804500000000,8,45,"Garfield County, CO",2003,,26980,25668,1312,4.9
CN0804700000000,8,47,"Gilpin County, CO",2003,,3297,3107,190,5.8
CN0804900000000,8,49,"Grand County, CO",2003,,8417,8072,345,4.1
CN0805100000000,8,51,"Gunnison County, CO",2003,,8357,7964,393,4.7
CN0805300000000,8,53,"Hinsdale County, CO",2003,,610,585,25,4.1
CN0805500000000,8,55,"Huerfano County, CO",2003,,3354,3073,281,8.4
CN0805700000000,8,57,"Jackson County, CO",2003,,1074,1020,54,5
CN0805900000000,8,59,"Jefferson County, CO",2003,,305664,288127,17537,5.7
CN0806100000000,8,61,"Kiowa County, CO",2003,,865,821,44,5.1
CN0806300000000,8,63,"Kit Carson County, CO",2003,,4241,4060,181,4.3
CN0806500000000,8,65,"Lake County, CO",2003,,3791,3562,229,6
CN0806700000000,8,67,"La Plata County, CO",2003,,26612,25447,1165,4.4
CN0806900000000,8,69,"Larimer County, CO",2003,,159187,151297,7890,5
CN0807100000000,8,71,"Las Animas County, CO",2003,,7847,7385,462,5.9
CN0807300000000,8,73,"Lincoln County, CO",2003,,3001,2870,131,4.4
CN0807500000000,8,75,"Logan County, CO",2003,,10886,10433,453,4.2
CN0807700000000,8,77,"Mesa County, CO",2003,,66826,63199,3627,5.4
CN0807900000000,8,79,"Mineral County, CO",2003,,445,423,22,4.9
CN0808100000000,8,81,"Moffat County, CO",2003,,7545,7116,429,5.7
CN0808300000000,8,83,"Montezuma County, CO",2003,,12283,11577,706,5.7
CN0808500000000,8,85,"Montrose County, CO",2003,,18219,17168,1051,5.8
CN0808700000000,8,87,"Morgan County, CO",2003,,14134,13472,662,4.7
CN0808900000000,8,89,"Otero County, CO",2003,,9267,8675,592,6.4
CN0809100000000,8,91,"Ouray County, CO",2003,,2442,2335,107,4.4
CN0809300000000,8,93,"Park County, CO",2003,,9363,8860,503,5.4
CN0809500000000,8,95,"Phillips County, CO",2003,,2352,2263,89,3.8
CN0809700000000,8,97,"Pitkin County, CO",2003,,10192,9672,520,5.1
CN0809900000000,8,99,"Prowers County, CO",2003,,7221,6867,354,4.9
CN0810100000000,8,101,"Pueblo County, CO",2003,,68640,63637,5003,7.3
CN0810300000000,8,103,"Rio Blanco County, CO",2003,,3554,3416,138,3.9
CN0810500000000,8,105,"Rio Grande County, CO",2003,,6432,6053,379,5.9
CN0810700000000,8,107,"Routt County, CO",2003,,13712,13103,609,4.4
CN0810900000000,8,109,"Saguache County, CO",2003,,3043,2838,205,6.7
CN0811100000000,8,111,"San Juan County, CO",2003,,609,570,39,6.4
CN0811300000000,8,113,"San Miguel County, CO",2003,,4918,4648,270,5.5
CN0811500000000,8,115,"Sedgwick County, CO",2003,,1516,1451,65,4.3
CN0811700000000,8,117,"Summit County, CO",2003,,15881,15133,748,4.7
CN0811900000000,8,119,"Teller County, CO",2003,,12444,11685,759,6.1
CN0812100000000,8,121,"Washington County, CO",2003,,2753,2657,96,3.5
CN0812300000000,8,123,"Weld County, CO",2003,,105619,99557,6062,5.7
CN0812500000000,8,125,"Yuma County, CO",2003,,5980,5798,182,3
CN0900100000000,9,1,"Fairfield County, CT",2003,,452081,429839,22242,4.9
CN0900300000000,9,3,"Hartford County, CT",2003,,435069,408956,26113,6
CN0900500000000,9,5,"Litchfield County, CT",2003,,101455,96380,5075,5
CN0900700000000,9,7,"Middlesex County, CT",2003,,88091,83898,4193,4.8
CN0900900000000,9,9,"New Haven County, CT",2003,,426501,401675,24826,5.8
CN0901100000000,9,11,"New London County, CT",2003,,142276,135389,6887,4.8
CN0901300000000,9,13,"Tolland County, CT",2003,,79032,75590,3442,4.4
CN0901500000000,9,15,"Windham County, CT",2003,,59753,56196,3557,6
CN1000100000000,10,1,"Kent County, DE",2003,,66965,64113,2852,4.3
CN1000300000000,10,3,"New Castle County, DE",2003,,265814,254061,11753,4.4
CN1000500000000,10,5,"Sussex County, DE",2003,,82382,79298,3084,3.7
CN1100100000000,11,1,District of Columbia,2003,,306422,285454,20968,6.8
CN1200100000000,12,1,"Alachua County, FL",2003,,119087,114641,4446,3.7
CN1200300000000,12,3,"Baker County, FL",2003,,10426,9922,504,4.8
CN1200500000000,12,5,"Bay County, FL",2003,,75980,71922,4058,5.3
CN1200700000000,12,7,"Bradford County, FL",2003,,11322,10855,467,4.1
CN1200900000000,12,9,"Brevard County, FL",2003,,242235,229392,12843,5.3
CN1201100000000,12,11,"Broward County, FL",2003,,905406,855456,49950,5.5
CN1201300000000,12,13,"Calhoun County, FL",2003,,5337,5073,264,4.9
CN1201500000000,12,15,"Charlotte County, FL",2003,,59862,56570,3292,5.5
CN1201700000000,12,17,"Citrus County, FL",2003,,47248,44264,2984,6.3
CN1201900000000,12,19,"Clay County, FL",2003,,78118,74524,3594,4.6
CN1202100000000,12,21,"Collier County, FL",2003,,133208,126494,6714,5
CN1202300000000,12,23,"Columbia County, FL",2003,,26626,25345,1281,4.8
CN1202700000000,12,27,"DeSoto County, FL",2003,,13780,12981,799,5.8
CN1202900000000,12,29,"Dixie County, FL",2003,,5592,5300,292,5.2
CN1203100000000,12,31,"Duval County, FL",2003,,408062,385700,22362,5.5
CN1203300000000,12,33,"Escambia County, FL",2003,,131277,124650,6627,5
CN1203500000000,12,35,"Flagler County, FL",2003,,24930,23489,1441,5.8
CN1203700000000,12,37,"Franklin County, FL",2003,,4955,4732,223,4.5
CN1203900000000,12,39,"Gadsden County, FL",2003,,19737,18699,1038,5.3
CN1204100000000,12,41,"Gilchrist County, FL",2003,,6984,6673,311,4.5
CN1204300000000,12,43,"Glades County, FL",2003,,4499,4245,254,5.6
CN1204500000000,12,45,"Gulf County, FL",2003,,5842,5561,281,4.8
CN1204700000000,12,47,"Hamilton County, FL",2003,,4517,4266,251,5.6
CN1204900000000,12,49,"Hardee County, FL",2003,,11115,10364,751,6.8
CN1205100000000,12,51,"Hendry County, FL",2003,,17176,15696,1480,8.6
CN1205300000000,12,53,"Hernando County, FL",2003,,52747,49323,3424,6.5
CN1205500000000,12,55,"Highlands County, FL",2003,,37938,35768,2170,5.7
CN1205700000000,12,57,"Hillsborough County, FL",2003,,550232,521627,28605,5.2
CN1205900000000,12,59,"Holmes County, FL",2003,,7744,7363,381,4.9
CN1206100000000,12,61,"Indian River County, FL",2003,,56163,52242,3921,7
CN1206300000000,12,63,"Jackson County, FL",2003,,20181,19309,872,4.3
CN1206500000000,12,65,"Jefferson County, FL",2003,,6511,6223,288,4.4
CN1206700000000,12,67,"Lafayette County, FL",2003,,2804,2686,118,4.2
CN1206900000000,12,69,"Lake County, FL",2003,,103685,98199,5486,5.3
CN1207100000000,12,71,"Lee County, FL",2003,,237744,226562,11182,4.7
CN1207300000000,12,73,"Leon County, FL",2003,,134093,128524,5569,4.2
CN1207500000000,12,75,"Levy County, FL",2003,,15251,14419,832,5.5
CN1207700000000,12,77,"Liberty County, FL",2003,,3026,2911,115,3.8
CN1207900000000,12,79,"Madison County, FL",2003,,7212,6845,367,5.1
CN1208100000000,12,81,"Manatee County, FL",2003,,136093,129549,6544,4.8
CN1208300000000,12,83,"Marion County, FL",2003,,114386,108099,6287,5.5
CN1208500000000,12,85,"Martin County, FL",2003,,61161,57777,3384,5.5
