CN0100100000000,1,1,"Autauga County, AL",2011,,25836,23677,2159,8.4
CN0100300000000,1,3,"Baldwin County, AL",2011,,85045,77418,7627,9
CN0100500000000,1,5,"Barbour County, AL",2011,,9849,8712,1137,11.5
CN0100700000000,1,7,"Bibb County, AL",2011,,8933,7996,937,10.5
CN0100900000000,1,9,"Blount County, AL",2011,,25123,22939,2184,8.7
CN0101100000000,1,11,"Bullock County, AL",2011,,4833,4272,561,11.6
CN0101300000000,1,13,"Butler County, AL",2011,,9188,8042,1146,12.5
CN0101500000000,1,15,"Calhoun County, AL",2011,,51268,45963,5305,10.3
CN0101700000000,1,17,"Chambers County, AL",2011,,15200,13380,1820,12
CN0101900000000,1,19,"Cherokee County, AL",2011,,11476,10364,1112,9.7
CN0102100000000,1,21,"Chilton County, AL",2011,,19539,17753,1786,9.1
CN0102300000000,1,23,"Choctaw County, AL",2011,,4764,4138,626,13.1
CN0102500000000,1,25,"Clarke County, AL",2011,,8843,7181,1662,18.8
CN0102700000000,1,27,"Clay County, AL",2011,,5598,4935,663,11.8
CN0102900000000,1,29,"Cleburne County, AL",2011,,5939,5365,574,9.7
CN0103100000000,1,31,"Coffee County, AL",2011,,20749,19059,1690,8.1
CN0103300000000,1,33,"Colbert County, AL",2011,,24386,21905,2481,10.2
CN0103500000000,1,35,"Conecuh County, AL",2011,,4785,4057,728,15.2
CN0103700000000,1,37,"Coosa County, AL",2011,,4477,3918,559,12.5
CN0103900000000,1,39,"Covington County, AL",2011,,16367,14764,1603,9.8
CN0104100000000,1,41,"Crenshaw County, AL",2011,,6432,5798,634,9.9
CN0104300000000,1,43,"Cullman County, AL",2011,,35669,32279,3390,9.5
CN0104500000000,1,45,"Dale County, AL",2011,,22017,20188,1829,8.3
CN0104700000000,1,47,"Dallas County, AL",2011,,17514,14866,2648,15.1
CN0104900000000,1,49,"DeKalb County, AL",2011,,29809,26279,3530,11.8
CN0105100000000,1,51,"Elmore County, AL",2011,,36597,33521,3076,8.4
CN0105300000000,1,53,"Escambia County, AL",2011,,14978,13355,1623,10.8
CN0105500000000,1,55,"Etowah County, AL",2011,,44722,40238,4484,10
CN0105700000000,1,57,"Fayette County, AL",2011,,6632,5896,736,11.1
CN0105900000000,1,59,"Franklin County, AL",2011,,14362,12986,1376,9.6
CN0106100000000,1,61,"Geneva County, AL",2011,,11486,10429,1057,9.2
CN0106300000000,1,63,"Greene County, AL",2011,,3226,2668,558,17.3
CN0106500000000,1,65,"Hale County, AL",2011,,6296,5426,870,13.8
CN0106700000000,1,67,"Henry County, AL",2011,,7270,6563,707,9.7
CN0106900000000,1,69,"Houston County, AL",2011,,46778,42747,4031,8.6
CN0107100000000,1,71,"Jackson County, AL",2011,,24163,21682,2481,10.3
CN0107300000000,1,73,"Jefferson County, AL",2011,,319652,289916,29736,9.3
CN0107500000000,1,75,"Lamar County, AL",2011,,5826,5260,566,9.7
CN0107700000000,1,77,"Lauderdale County, AL",2011,,44048,40026,4022,9.1
CN0107900000000,1,79,"Lawrence County, AL",2011,,14788,13177,1611,10.9
CN0108100000000,1,81,"Lee County, AL",2011,,68316,62812,5504,8.1
CN0108300000000,1,83,"Limestone County, AL",2011,,38990,35631,3359,8.6
CN0108500000000,1,85,"Lowndes County, AL",2011,,4239,3489,750,17.7
CN0108700000000,1,87,"Macon County, AL",2011,,8512,7317,1195,14
CN0108900000000,1,89,"Madison County, AL",2011,,171726,157512,14214,8.3
CN0109100000000,1,91,"Marengo County, AL",2011,,7875,6884,991,12.6
